1,6,NULL,NULL,"Единицы длины"
2,6,NULL,NULL,"Единицы площади"
3,6,NULL,NULL,"Единицы объема"
4,6,NULL,NULL,"Единицы массы"
5,6,NULL,NULL,"Технические единицы"
6,6,NULL,NULL,"Единицы времени"
7,6,NULL,NULL,"Экономические единицы"
